train_reg_loss_step,epoch,step,val_reg_loss,val_minADE,val_minFDE,val_minMR,train_reg_loss_epoch
2.4670636653900146,0,49,,,,,
2.478691816329956,0,99,,,,,
1.4933171272277832,0,149,,,,,
,0,156,1.7869542837142944,12.708157539367676,26.587995529174805,0.9943333268165588,
,0,156,,,,,2.3419830799102783
1.4117051362991333,1,199,,,,,
1.0303739309310913,1,249,,,,,
1.0299718379974365,1,299,,,,,
,1,313,1.2511214017868042,10.969767570495605,23.73853302001953,0.9790666699409485,
,1,313,,,,,1.261568546295166
1.067370057106018,2,349,,,,,
0.9121994972229004,2,399,,,,,
0.790908932685852,2,449,,,,,
,2,470,1.0079233646392822,9.75750732421875,21.882177352905273,0.9636666774749756,
,2,470,,,,,0.9378931522369385
0.9871573448181152,3,499,,,,,
0.8416974544525146,3,549,,,,,
0.6352463364601135,3,599,,,,,
,3,627,0.7940277457237244,8.405874252319336,19.661914825439453,0.9487333297729492,
,3,627,,,,,0.7376346588134766
0.7782618999481201,4,649,,,,,
0.5579121708869934,4,699,,,,,
0.7277893424034119,4,749,,,,,
,4,784,0.690845787525177,6.796152114868164,16.794517517089844,0.910266637802124,
,4,784,,,,,0.5900864601135254
0.4912925362586975,5,799,,,,,
0.6063376069068909,5,849,,,,,
0.5403615236282349,5,899,,,,,
,5,941,0.5598918199539185,5.506879806518555,14.093982696533203,0.8772666454315186,
,5,941,,,,,0.49070680141448975
0.49443018436431885,6,949,,,,,
0.2057938426733017,6,999,,,,,
0.4434581398963928,6,1049,,,,,
,6,1098,0.5230193734169006,4.601478576660156,12.075325012207031,0.8439333438873291,
,6,1098,,,,,0.41693153977394104
0.3450013995170593,7,1099,,,,,
0.4658699035644531,7,1149,,,,,
0.339970201253891,7,1199,,,,,
0.2314525842666626,7,1249,,,,,
,7,1255,0.39640218019485474,3.7300057411193848,9.701869010925293,0.7368000149726868,
,7,1255,,,,,0.3644936978816986
0.16666211187839508,8,1299,,,,,
0.4112551808357239,8,1349,,,,,
0.38113656640052795,8,1399,,,,,
,8,1412,0.3270432949066162,3.11973237991333,7.913231372833252,0.6757333278656006,
,8,1412,,,,,0.3072400391101837
0.38690608739852905,9,1449,,,,,
0.2831893861293793,9,1499,,,,,
0.2044912725687027,9,1549,,,,,
,9,1569,0.2928462624549866,2.671802043914795,6.395761013031006,0.5859333276748657,
,9,1569,,,,,0.2605937719345093
0.3929908871650696,10,1599,,,,,
0.25902673602104187,10,1649,,,,,
0.22169360518455505,10,1699,,,,,
,10,1726,0.26512232422828674,2.4607763290405273,5.4238433837890625,0.5136666893959045,
,10,1726,,,,,0.2249743491411209
-0.060392025858163834,11,1749,,,,,
0.1628972291946411,11,1799,,,,,
0.3012625277042389,11,1849,,,,,
,11,1883,0.22048236429691315,2.015397787094116,4.480223655700684,0.4575333297252655,
,11,1883,,,,,0.187286838889122
0.350538969039917,12,1899,,,,,
0.009800985455513,12,1949,,,,,
0.06277581304311752,12,1999,,,,,
,12,2040,0.2208225131034851,1.9174489974975586,4.0004987716674805,0.43966665863990784,
,12,2040,,,,,0.16778844594955444
0.1426226645708084,13,2049,,,,,
0.3279470205307007,13,2099,,,,,
0.15930402278900146,13,2149,,,,,
,13,2197,0.18313618004322052,1.7026108503341675,3.5752041339874268,0.3927333354949951,
,13,2197,,,,,0.1481330841779709
0.23129062354564667,14,2199,,,,,
0.18816830217838287,14,2249,,,,,
0.15939919650554657,14,2299,,,,,
0.20022332668304443,14,2349,,,,,
,14,2354,0.16613343358039856,1.579027533531189,3.339993476867676,0.3824666738510132,
,14,2354,,,,,0.126990407705307
-0.11361222714185715,15,2399,,,,,
0.07741601020097733,15,2449,,,,,
0.08509918302297592,15,2499,,,,,
,15,2511,0.1491829752922058,1.4862347841262817,3.0373969078063965,0.34906667470932007,
,15,2511,,,,,0.11184278130531311
0.10886278748512268,16,2549,,,,,
0.10977011919021606,16,2599,,,,,
0.04582451656460762,16,2649,,,,,
,16,2668,0.17777855694293976,1.4303721189498901,2.889296531677246,0.32953333854675293,
,16,2668,,,,,0.10353709012269974
-0.019990043714642525,17,2699,,,,,
0.11794672161340714,17,2749,,,,,
0.08675352483987808,17,2799,,,,,
,17,2825,0.12824848294258118,1.3493813276290894,2.713308572769165,0.32066667079925537,
,17,2825,,,,,0.09419029951095581
0.06479409337043762,18,2849,,,,,
0.27907484769821167,18,2899,,,,,
0.05328035354614258,18,2949,,,,,
,18,2982,0.13824476301670074,1.296505331993103,2.5580649375915527,0.30379998683929443,
,18,2982,,,,,0.07991033792495728
0.11308377236127853,19,2999,,,,,
0.15238437056541443,19,3049,,,,,
0.03889011964201927,19,3099,,,,,
,19,3139,0.1118202954530716,1.2727612257003784,2.5242183208465576,0.29713332653045654,
,19,3139,,,,,0.06790794432163239
0.2259998321533203,20,3149,,,,,
0.06287757307291031,20,3199,,,,,
0.16185910999774933,20,3249,,,,,
,20,3296,0.10725539177656174,1.2508355379104614,2.406689167022705,0.28646665811538696,
,20,3296,,,,,0.06535150855779648
0.27901411056518555,21,3299,,,,,
-0.009361823089420795,21,3349,,,,,
