val_reg_loss,val_minADE,val_minFDE,val_minMR,epoch,step,train_reg_loss_epoch,train_reg_loss_step
3.7655272483825684,14.941555976867676,29.00312042236328,0.999666690826416,0,12,,
,,,,0,12,3.602119207382202,
3.3329739570617676,14.92123794555664,28.564807891845703,0.9990000128746033,1,25,,
,,,,1,25,2.9746694564819336,
3.064471960067749,14.878726959228516,28.420522689819336,0.9984999895095825,2,38,,
,,,,2,38,2.744438648223877,
,,,,3,49,,2.4450900554656982
2.849886655807495,14.838571548461914,28.38857078552246,0.9984999895095825,3,51,,
,,,,3,51,2.507354974746704,
2.6686694622039795,14.57241153717041,28.388051986694336,0.9984999895095825,4,64,,
,,,,4,64,2.3355953693389893,
2.5254087448120117,14.058778762817383,28.266286849975586,0.9984999895095825,5,77,,
,,,,5,77,2.1910884380340576,
2.3958845138549805,13.82590389251709,28.169132232666016,0.9981666803359985,6,90,,
,,,,6,90,2.0720105171203613,
,,,,7,99,,1.8221333026885986
2.290990114212036,13.608448028564453,28.028104782104492,0.9978333115577698,7,103,,
,,,,7,103,1.9742152690887451,
2.189568281173706,13.402661323547363,27.865196228027344,0.9975000023841858,8,116,,
,,,,8,116,1.8982630968093872,
2.079355239868164,13.2124662399292,27.681869506835938,0.996833324432373,9,129,,
,,,,9,129,1.799174189567566,
1.9734691381454468,13.03501033782959,27.46474266052246,0.9961666464805603,10,142,,
,,,,10,142,1.6894911527633667,
,,,,11,149,,1.8083642721176147
1.8796255588531494,12.866883277893066,27.223901748657227,0.9955000281333923,11,155,,
,,,,11,155,1.6301636695861816,
1.8037502765655518,12.720144271850586,27.00336456298828,0.9938333630561829,12,168,,
,,,,12,168,1.5672030448913574,
1.7393685579299927,12.566370010375977,26.761798858642578,0.9923333525657654,13,181,,
,,,,13,181,1.4956412315368652,
1.682075023651123,12.410330772399902,26.556163787841797,0.9916666746139526,14,194,,
,,,,14,194,1.4570260047912598,
,,,,15,199,,1.4164903163909912
1.6301512718200684,12.271965980529785,26.34415626525879,0.9908333420753479,15,207,,
,,,,15,207,1.403664231300354,
1.5793715715408325,12.135981559753418,26.155723571777344,0.9901666641235352,16,220,,
,,,,16,220,1.3628082275390625,
1.5442324876785278,12.009056091308594,25.954513549804688,0.9893333315849304,17,233,,
,,,,17,233,1.3023499250411987,
1.507557988166809,11.885456085205078,25.78205680847168,0.9883333444595337,18,246,,
,,,,18,246,1.293510913848877,
,,,,19,249,,1.1021451950073242
1.4653021097183228,11.765661239624023,25.60450553894043,0.9878333210945129,19,259,,
,,,,19,259,1.3214253187179565,
1.4290717840194702,11.664482116699219,25.46440315246582,0.987500011920929,20,272,,
,,,,20,272,1.2397520542144775,
1.4061530828475952,11.545502662658691,25.29217529296875,0.9861666560173035,21,285,,
,,,,21,285,1.2180099487304688,
1.3756957054138184,11.451404571533203,25.150333404541016,0.9861666560173035,22,298,,
,,,,22,298,1.1845080852508545,
,,,,23,299,,1.3452656269073486
1.3413625955581665,11.365412712097168,25.009267807006836,0.9856666922569275,23,311,,
,,,,23,311,1.1822819709777832,
1.315789818763733,11.278489112854004,24.869474411010742,0.9854999780654907,24,324,,
,,,,24,324,1.138423204421997,
1.2925797700881958,11.171932220458984,24.733518600463867,0.9838333129882812,25,337,,
,,,,25,337,1.1165461540222168,
,,,,26,349,,1.108351707458496
1.2762693166732788,11.085609436035156,24.584667205810547,0.9826666712760925,26,350,,
,,,,26,350,1.1085301637649536,
1.2545918226242065,11.035992622375488,24.504756927490234,0.9828333258628845,27,363,,
,,,,27,363,1.1030527353286743,
1.2316240072250366,10.94229793548584,24.38266372680664,0.9823333621025085,28,376,,
,,,,28,376,1.061361312866211,
1.2222998142242432,10.86743450164795,24.244590759277344,0.9815000295639038,29,389,,
,,,,29,389,1.0697847604751587,
,,,,30,399,,1.0866245031356812
1.1990597248077393,10.795817375183105,24.155179977416992,0.9810000061988831,30,402,,
,,,,30,402,1.0224125385284424,
1.178234338760376,10.753274917602539,24.085437774658203,0.9810000061988831,31,415,,
,,,,31,415,1.0508906841278076,
1.1640028953552246,10.6842041015625,23.967700958251953,0.9800000190734863,32,428,,
,,,,32,428,1.0217127799987793,
1.1521433591842651,10.627641677856445,23.89805793762207,0.9798333048820496,33,441,,
,,,,33,441,1.0200541019439697,
,,,,34,449,,0.995183527469635
1.1377122402191162,10.579890251159668,23.787410736083984,0.9788333177566528,34,454,,
,,,,34,454,1.0058153867721558,
1.1374684572219849,10.515079498291016,23.73529624938965,0.9781666398048401,35,467,,
,,,,35,467,0.9660863280296326,
1.112405776977539,10.485126495361328,23.6745548248291,0.9776666760444641,36,480,,
,,,,36,480,0.9616349935531616,
1.1079374551773071,10.446014404296875,23.622678756713867,0.9776666760444641,37,493,,
,,,,37,493,0.9781083464622498,
,,,,38,499,,0.9816306233406067
1.1047967672348022,10.388620376586914,23.557640075683594,0.9764999747276306,38,506,,
,,,,38,506,0.9463383555412292,
1.0869770050048828,10.383925437927246,23.503293991088867,0.9776666760444641,39,519,,
,,,,39,519,0.9360779523849487,
1.0785919427871704,10.346512794494629,23.466604232788086,0.9776666760444641,40,532,,
,,,,40,532,0.9417459964752197,
1.074806809425354,10.300039291381836,23.395244598388672,0.9760000109672546,41,545,,
,,,,41,545,0.94236159324646,
,,,,42,549,,0.7394278645515442
1.063069224357605,10.285483360290527,23.363937377929688,0.9766666889190674,42,558,,
,,,,42,558,0.9354836940765381,
1.059549331665039,10.254924774169922,23.342151641845703,0.9769999980926514,43,571,,
,,,,43,571,0.9110070466995239,
