val_reg_loss,val_minADE,val_minFDE,val_minMR,epoch,step,train_reg_loss_epoch,train_reg_loss_step
3.1636507511138916,14.819534301757812,28.57469367980957,0.9988666772842407,0,31,,
,,,,0,31,3.3021745681762695,
,,,,1,49,,2.430250644683838
2.645754814147949,14.202729225158691,28.20493507385254,0.9980000257492065,1,63,,
,,,,1,63,2.5010838508605957,
2.2945873737335205,13.623151779174805,27.86435890197754,0.9973333477973938,2,95,,
,,,,2,95,2.1030473709106445,
,,,,3,99,,1.6367899179458618
1.9929691553115845,13.13586711883545,27.40313148498535,0.9965333342552185,3,127,,
,,,,3,127,1.7978078126907349,
,,,,4,149,,1.1749370098114014
1.7699971199035645,12.698668479919434,26.745235443115234,0.9947999715805054,4,159,,
,,,,4,159,1.5458720922470093,
1.6234941482543945,12.305410385131836,26.169038772583008,0.9929999709129333,5,191,,
,,,,5,191,1.3622647523880005,
,,,,6,199,,1.0136436223983765
1.512567162513733,11.969629287719727,25.644521713256836,0.9919333457946777,6,223,,
,,,,6,223,1.2514698505401611,
,,,,7,249,,1.1713577508926392
1.414319634437561,11.63061237335205,25.143226623535156,0.9895333051681519,7,255,,
,,,,7,255,1.1640398502349854,
1.3210686445236206,11.295376777648926,24.702484130859375,0.9860000014305115,8,287,,
,,,,8,287,1.0844782590866089,
,,,,9,299,,0.8967339992523193
1.247090220451355,11.003741264343262,24.22394371032715,0.9824666380882263,9,319,,
,,,,9,319,1.012548804283142,
,,,,10,349,,1.2414687871932983
1.1939315795898438,10.736464500427246,23.776317596435547,0.9809333086013794,10,351,,
,,,,10,351,0.9588988423347473,
1.1315010786056519,10.457837104797363,23.35269546508789,0.9771333336830139,11,383,,
,,,,11,383,0.903879702091217,
,,,,12,399,,1.1340279579162598
1.0794636011123657,10.217451095581055,22.95643424987793,0.9763333201408386,12,415,,
,,,,12,415,0.8624210953712463,
1.029163122177124,10.013121604919434,22.68808364868164,0.9764666557312012,13,447,,
,,,,13,447,0.8133627772331238,
,,,,14,449,,0.6693291664123535
0.9995909333229065,9.847508430480957,22.43025016784668,0.9779333472251892,14,479,,
,,,,14,479,0.7948446869850159,
,,,,15,499,,0.5182767510414124
0.9484821557998657,9.585136413574219,22.08066177368164,0.9738666415214539,15,511,,
,,,,15,511,0.7411539554595947,
0.9024057388305664,9.40788745880127,21.791353225708008,0.973800003528595,16,543,,
,,,,16,543,0.7211240530014038,
,,,,17,549,,0.69945228099823
0.866508424282074,9.18674373626709,21.437610626220703,0.968999981880188,17,575,,
,,,,17,575,0.6720061898231506,
,,,,18,599,,0.7460233569145203
0.8370446562767029,9.015153884887695,21.19558334350586,0.966533362865448,18,607,,
,,,,18,607,0.644325315952301,
0.8119214177131653,8.794060707092285,20.795969009399414,0.9596666693687439,19,639,,
,,,,19,639,0.6201946139335632,
,,,,20,649,,0.6538563966751099
0.7799474596977234,8.62612247467041,20.53319549560547,0.9580666422843933,20,671,,
,,,,20,671,0.5928978323936462,
,,,,21,699,,0.6111964583396912
0.7822534441947937,8.533547401428223,20.43417739868164,0.9580000042915344,21,703,,
,,,,21,703,0.570388913154602,
0.7880140542984009,8.413578033447266,20.14924430847168,0.9634000062942505,22,735,,
,,,,22,735,0.5423649549484253,
,,,,23,749,,0.4724612236022949
0.7241635322570801,8.147627830505371,19.712751388549805,0.9527333378791809,23,767,,
,,,,23,767,0.5341021418571472,
,,,,24,799,,1.1812766790390015
0.7034670114517212,7.950488090515137,19.350996017456055,0.9448666572570801,24,799,,
,,,,24,799,0.5338077545166016,
0.6966780424118042,7.827585220336914,19.199979782104492,0.9488666653633118,25,831,,
,,,,25,831,0.489925354719162,
