train_reg_loss_step,epoch,step,val_reg_loss,val_minADE,val_minFDE,val_minMR,train_reg_loss_epoch
2.393765687942505,0,49,,,,,
1.6914137601852417,0,99,,,,,
,0,124,2.1058614253997803,13.247071266174316,27.69135093688965,0.9965000152587891,
,0,124,,,,,2.51982045173645
1.779646635055542,1,149,,,,,
1.0153032541275024,1,199,,,,,
0.8237928748130798,1,249,,,,,
,1,249,1.4427509307861328,11.57555103302002,25.2637996673584,0.9861666560173035,
,1,249,,,,,1.4425373077392578
1.410820722579956,2,299,,,,,
0.8689435720443726,2,349,,,,,
,2,374,1.1417227983474731,10.288435935974121,23.276832580566406,0.9736666679382324,
,2,374,,,,,1.0899505615234375
0.690693199634552,3,399,,,,,
1.0713061094284058,3,449,,,,,
1.0792996883392334,3,499,,,,,
,3,499,0.9688265323638916,9.24048900604248,21.562789916992188,0.9595000147819519,
,3,499,,,,,0.8915823101997375
0.9022849202156067,4,549,,,,,
0.36233067512512207,4,599,,,,,
,4,624,0.7942031621932983,8.289668083190918,19.982101440429688,0.9484999775886536,
,4,624,,,,,0.7527908682823181
0.5132708549499512,5,649,,,,,
0.7791450619697571,5,699,,,,,
0.6626721620559692,5,749,,,,,
,5,749,0.6712905764579773,7.377011775970459,18.195106506347656,0.9258333444595337,
,5,749,,,,,0.6455654501914978
0.5301674008369446,6,799,,,,,
0.26400452852249146,6,849,,,,,
,6,874,0.6317560076713562,6.646537780761719,16.335538864135742,0.890666663646698,
,6,874,,,,,0.5778823494911194
0.47270694375038147,7,899,,,,,
0.6879091858863831,7,949,,,,,
0.4067913293838501,7,999,,,,,
,7,999,0.523169755935669,5.785062313079834,14.565286636352539,0.856333315372467,
,7,999,,,,,0.5180331468582153
0.2511948347091675,8,1049,,,,,
0.3684508204460144,8,1099,,,,,
,8,1124,0.5033876299858093,5.061692714691162,12.765137672424316,0.8118333220481873,
,8,1124,,,,,0.4733552634716034
0.5945826768875122,9,1149,,,,,
0.2996266484260559,9,1199,,,,,
0.12317560613155365,9,1249,,,,,
,9,1249,0.4173429310321808,4.410227298736572,11.264374732971191,0.7638333439826965,
,9,1249,,,,,0.43231967091560364
0.3314550817012787,10,1299,,,,,
0.11102887243032455,10,1349,,,,,
,10,1374,0.4120849072933197,3.8925507068634033,9.731910705566406,0.721833348274231,
,10,1374,,,,,0.3991706073284149
0.2946006953716278,11,1399,,,,,
0.42235052585601807,11,1449,,,,,
0.21703672409057617,11,1499,,,,,
,11,1499,0.3723243176937103,3.459742546081543,8.782021522521973,0.6658333539962769,
,11,1499,,,,,0.3656982183456421
0.2978808581829071,12,1549,,,,,
0.3600565195083618,12,1599,,,,,
,12,1624,0.3102048933506012,3.0924293994903564,7.6521782875061035,0.6286666393280029,
,12,1624,,,,,0.33405303955078125
0.5247647166252136,13,1649,,,,,
0.39365506172180176,13,1699,,,,,
0.04476465284824371,13,1749,,,,,
,13,1749,0.25538986921310425,2.677372455596924,6.258947372436523,0.546500027179718,
,13,1749,,,,,0.31095555424690247
0.19012431800365448,14,1799,,,,,
0.38420116901397705,14,1849,,,,,
,14,1874,0.2464572638273239,2.4424405097961426,5.543877124786377,0.515999972820282,
,14,1874,,,,,0.28286322951316833
0.2922954857349396,15,1899,,,,,
0.21561919152736664,15,1949,,,,,
0.18523012101650238,15,1999,,,,,
,15,1999,0.22121182084083557,2.2057929039001465,4.924607753753662,0.47749999165534973,
,15,1999,,,,,0.26736846566200256
0.13495264947414398,16,2049,,,,,
0.42121219635009766,16,2099,,,,,
,16,2124,0.18778647482395172,2.0152673721313477,4.462972164154053,0.44850000739097595,
,16,2124,,,,,0.2454388588666916
0.16873987019062042,17,2149,,,,,
0.20008566975593567,17,2199,,,,,
0.0915241464972496,17,2249,,,,,
,17,2249,0.1832304149866104,1.954870581626892,4.249506950378418,0.4429999887943268,
,17,2249,,,,,0.2247592657804489
0.2082148939371109,18,2299,,,,,
0.28690338134765625,18,2349,,,,,
,18,2374,0.17167696356773376,1.762906551361084,3.8004941940307617,0.4088333249092102,
,18,2374,,,,,0.21234886348247528
0.23535937070846558,19,2399,,,,,
0.17684367299079895,19,2449,,,,,
0.07156127691268921,19,2499,,,,,
,19,2499,0.1431131511926651,1.6938891410827637,3.661137104034424,0.390666663646698,
,19,2499,,,,,0.20421543717384338
0.05343799293041229,20,2549,,,,,
0.5520951151847839,20,2599,,,,,
,20,2624,0.1497097760438919,1.6007680892944336,3.392277717590332,0.382833331823349,
,20,2624,,,,,0.1978287249803543
0.11066118627786636,21,2649,,,,,
0.4012453258037567,21,2699,,,,,
0.11179988086223602,21,2749,,,,,
,21,2749,0.12623749673366547,1.5137192010879517,3.1820430755615234,0.3621666729450226,
,21,2749,,,,,0.17949408292770386
0.009000970982015133,22,2799,,,,,
0.4019671380519867,22,2849,,,,,
,22,2874,0.12717242538928986,1.4878077507019043,3.1100547313690186,0.36000001430511475,
,22,2874,,,,,0.1728065460920334
0.12014015018939972,23,2899,,,,,
0.22792306542396545,23,2949,,,,,
0.10091537982225418,23,2999,,,,,
,23,2999,0.11820821464061737,1.411709189414978,2.933009386062622,0.34033334255218506,
,23,2999,,,,,0.1682940572500229
0.08927623182535172,24,3049,,,,,
0.048619721084833145,24,3099,,,,,
,24,3124,0.10099536925554276,1.395763635635376,2.8877809047698975,0.3451666533946991,
,24,3124,,,,,0.1567777693271637
0.12153173983097076,25,3149,,,,,
0.3385128378868103,25,3199,,,,,
-0.026048671454191208,25,3249,,,,,
,25,3249,0.10293678194284439,1.3673499822616577,2.7710065841674805,0.32850000262260437,
