train_reg_loss_step,epoch,step,val_reg_loss,val_minADE,val_minFDE,val_minMR,train_reg_loss_epoch
2.4373509883880615,0,49,,,,,
2.0543885231018066,0,99,,,,,
,0,125,2.0472264289855957,13.056963920593262,27.276758193969727,0.9973333477973938,
,0,125,,,,,2.4988908767700195
1.5610591173171997,1,149,,,,,
1.425459861755371,1,199,,,,,
1.1585476398468018,1,249,,,,,
,1,251,1.4207557439804077,11.57754135131836,25.124258041381836,0.9890000224113464,
,1,251,,,,,1.4155954122543335
1.0157183408737183,2,299,,,,,
0.8035017251968384,2,349,,,,,
,2,377,1.1319679021835327,10.372122764587402,23.3182315826416,0.9776666760444641,
,2,377,,,,,1.0480746030807495
0.9338477253913879,3,399,,,,,
0.7219791412353516,3,449,,,,,
0.9525133967399597,3,499,,,,,
,3,503,0.9245031476020813,9.417479515075684,21.935815811157227,0.9670000076293945,
,3,503,,,,,0.8359741568565369
0.5640936493873596,4,549,,,,,
0.9026374816894531,4,599,,,,,
,4,629,0.7974108457565308,8.489326477050781,20.46290397644043,0.9536666870117188,
,4,629,,,,,0.6802458763122559
0.6449774503707886,5,649,,,,,
0.5176371335983276,5,699,,,,,
0.1918286234140396,5,749,,,,,
,5,755,0.6574454307556152,7.662549018859863,19.270179748535156,0.9493333101272583,
,5,755,,,,,0.596423864364624
0.2340364307165146,6,799,,,,,
0.5708386898040771,6,849,,,,,
,6,881,0.6194987893104553,6.6674299240112305,17.466495513916016,0.9173333048820496,
,6,881,,,,,0.5240781903266907
0.6269344687461853,7,899,,,,,
0.5383399128913879,7,949,,,,,
0.4871259033679962,7,999,,,,,
,7,1007,0.5323294997215271,5.807910919189453,15.643038749694824,0.8816666603088379,
,7,1007,,,,,0.4671485126018524
0.3715777099132538,8,1049,,,,,
0.2671738862991333,8,1099,,,,,
,8,1133,0.45318174362182617,5.038443565368652,13.76831340789795,0.8516666889190674,
,8,1133,,,,,0.4032020568847656
0.2518111765384674,9,1149,,,,,
-0.018868587911128998,9,1199,,,,,
0.28627458214759827,9,1249,,,,,
,9,1259,0.425959974527359,4.4013800621032715,12.083131790161133,0.8096666932106018,
,9,1259,,,,,0.35297346115112305
0.37476781010627747,10,1299,,,,,
0.28672081232070923,10,1349,,,,,
,10,1385,0.38592755794525146,3.7875423431396484,10.304526329040527,0.7513333559036255,
,10,1385,,,,,0.31511789560317993
