val_reg_loss,val_minADE,val_minFDE,val_minMR,epoch,step,train_reg_loss_epoch,train_reg_loss_step
3.1718716621398926,14.69350814819336,28.56988525390625,0.9983333349227905,0,31,,
,,,,0,31,3.995450496673584,
,,,,1,49,,2.8535759449005127
2.6287739276885986,14.114043235778809,28.113304138183594,0.9973333477973938,1,63,,
,,,,1,63,3.0517563819885254,
2.2842180728912354,13.531514167785645,27.55171012878418,0.9956666827201843,2,95,,
,,,,2,95,2.5854594707489014,
,,,,3,99,,2.000967502593994
2.0136330127716064,13.04868221282959,27.066925048828125,0.9946666955947876,3,127,,
,,,,3,127,2.3008720874786377,
,,,,4,149,,1.8600529432296753
1.7847589254379272,12.65644359588623,26.720455169677734,0.9926666617393494,4,159,,
,,,,4,159,2.022571563720703,
1.595271348953247,12.209320068359375,26.05347442626953,0.9903333187103271,5,191,,
,,,,5,191,1.8130632638931274,
,,,,6,199,,1.493977427482605
1.4452528953552246,11.839186668395996,25.497970581054688,0.987333357334137,6,223,,
,,,,6,223,1.6514177322387695,
,,,,7,249,,1.5971623659133911
1.3383256196975708,11.475732803344727,24.909067153930664,0.9833333492279053,7,255,,
,,,,7,255,1.5190932750701904,
1.2623200416564941,11.170802116394043,24.452455520629883,0.9793333411216736,8,287,,
,,,,8,287,1.4203846454620361,
,,,,9,299,,1.1441688537597656
1.1872856616973877,10.828062057495117,23.812673568725586,0.9763333201408386,9,319,,
,,,,9,319,1.35326087474823,
,,,,10,349,,0.9818758368492126
1.1183030605316162,10.560718536376953,23.43386459350586,0.9746666550636292,10,351,,
,,,,10,351,1.2747358083724976,
1.0762038230895996,10.286280632019043,22.93864631652832,0.9693333506584167,11,383,,
,,,,11,383,1.2243152856826782,
,,,,12,399,,1.1356881856918335
1.0356601476669312,10.027996063232422,22.509553909301758,0.9663333296775818,12,415,,
,,,,12,415,1.1663665771484375,
1.017507791519165,9.800559043884277,22.124534606933594,0.9639999866485596,13,447,,
,,,,13,447,1.1198937892913818,
,,,,14,449,,1.2072043418884277
0.9756314158439636,9.619460105895996,21.905744552612305,0.9636666774749756,14,479,,
,,,,14,479,1.0915776491165161,
,,,,15,499,,0.9867567420005798
0.9486536979675293,9.415289878845215,21.595937728881836,0.9636666774749756,15,511,,
,,,,15,511,1.0600109100341797,
0.8869332671165466,9.251895904541016,21.446226119995117,0.9683333039283752,16,543,,
,,,,16,543,1.0386683940887451,
,,,,17,549,,0.8435287475585938
0.843320906162262,8.973451614379883,20.944822311401367,0.9613333344459534,17,575,,
,,,,17,575,0.9776666164398193,
,,,,18,599,,0.9687107801437378
0.8243533968925476,8.788049697875977,20.64805030822754,0.9620000123977661,18,607,,
,,,,18,607,0.9460034966468811,
0.831450343132019,8.669872283935547,20.55086326599121,0.965666651725769,19,639,,
,,,,19,639,0.9227291345596313,
,,,,20,649,,0.8436389565467834
0.7980393767356873,8.57868766784668,20.445051193237305,0.9713333249092102,20,671,,
,,,,20,671,0.9013073444366455,
,,,,21,699,,1.1762633323669434
0.7625772953033447,8.258458137512207,19.860673904418945,0.9599999785423279,21,703,,
,,,,21,703,0.8532252311706543,
0.7362492084503174,7.960967540740967,19.26651382446289,0.9490000009536743,22,735,,
,,,,22,735,0.8444564342498779,
,,,,23,749,,0.856239378452301
0.7010347247123718,7.842800140380859,19.11827850341797,0.9503333568572998,23,767,,
,,,,23,767,0.8233728408813477,
,,,,24,799,,1.2218490839004517
0.6896279454231262,7.6757426261901855,18.831594467163086,0.9503333568572998,24,799,,
,,,,24,799,0.8002320528030396,
0.682697594165802,7.496649265289307,18.508962631225586,0.9476666450500488,25,831,,
,,,,25,831,0.7932589054107666,
,,,,26,849,,0.6573655605316162
0.6993930339813232,7.3317413330078125,18.20435905456543,0.9433333277702332,26,863,,
,,,,26,863,0.7775282263755798,
0.6592297554016113,7.158839702606201,17.848161697387695,0.9390000104904175,27,895,,
,,,,27,895,0.7776702642440796,
,,,,28,899,,1.1701034307479858
0.6487283706665039,6.99578332901001,17.420679092407227,0.9323333501815796,28,927,,
,,,,28,927,0.7504929900169373,
,,,,29,949,,0.6038856506347656
0.6348362565040588,6.910147666931152,17.380037307739258,0.9323333501815796,29,959,,
,,,,29,959,0.7085288763046265,
0.6250030994415283,6.853122234344482,17.390565872192383,0.9413333535194397,30,991,,
,,,,30,991,0.703032910823822,
,,,,31,999,,0.7411919236183167
0.6175366640090942,6.641334056854248,16.951557159423828,0.9366666674613953,31,1023,,
,,,,31,1023,0.6669697165489197,
,,,,32,1049,,0.7657686471939087
0.609978437423706,6.602323055267334,16.91497230529785,0.9386666417121887,32,1055,,
,,,,32,1055,0.6720268726348877,
0.5870333909988403,6.373019695281982,16.369237899780273,0.9256666898727417,33,1087,,
,,,,33,1087,0.6756983995437622,
,,,,34,1099,,0.785804033279419
0.5762958526611328,6.292475700378418,16.25855255126953,0.9296666383743286,34,1119,,
,,,,34,1119,0.6561154127120972,
,,,,35,1149,,0.4000653624534607
0.5685614943504333,6.210568904876709,16.123361587524414,0.9293333292007446,35,1151,,
,,,,35,1151,0.6399475336074829,
0.5636342763900757,6.0154242515563965,15.555356979370117,0.9120000004768372,36,1183,,
,,,,36,1183,0.5958519577980042,
,,,,37,1199,,0.4179210662841797
0.5523505210876465,6.028705596923828,15.718570709228516,0.9243333339691162,37,1215,,
,,,,37,1215,0.6068390011787415,
0.5454087853431702,5.866393089294434,15.324451446533203,0.9146666526794434,38,1247,,
,,,,38,1247,0.5998833775520325,
,,,,39,1249,,0.5943481922149658
